datetime,discharge(cumecs),sld_sus(mg/l),date,site_name
2009-02-27 15:10:00,4.59,6.4,2009-02-27 00:00:00,Mole above Thames
2009-03-24 14:45:00,3.96,6.5,2009-03-24 00:00:00,Mole above Thames
2009-05-01 14:45:00,3.13,7.4,2009-05-01 00:00:00,Mole above Thames
2009-05-19 14:40:00,4.83,9.2,2009-05-19 00:00:00,Mole above Thames
2009-07-02 14:50:00,1.91,3.6,2009-07-02 00:00:00,Mole above Thames
2009-07-23 13:00:00,1.68,4.5,2009-07-23 00:00:00,Mole above Thames
2009-08-20 13:45:00,2.58,5.5,2009-08-20 00:00:00,Mole above Thames
2009-09-24 15:00:00,1.33,3.8,2009-09-24 00:00:00,Mole above Thames
2009-10-23 11:25:00,1.68,4.2,2009-10-23 00:00:00,Mole above Thames
2009-11-18 15:47:00,15.9,20.7,2009-11-18 00:00:00,Mole above Thames
2009-12-03 16:20:00,33.9,35.7,2009-12-03 00:00:00,Mole above Thames
2010-01-25 15:11:00,11.2,17.2,2010-01-25 00:00:00,Mole above Thames
2010-02-25 14:10:00,31.3,34.0,2010-02-25 00:00:00,Mole above Thames
2010-03-26 15:15:00,11.6,11.3,2010-03-26 00:00:00,Mole above Thames
2010-05-05 16:00:00,3.01,7.78,2010-05-05 00:00:00,Mole above Thames
2010-05-26 13:15:00,2.03,11.0,2010-05-26 00:00:00,Mole above Thames
2010-08-20 12:10:00,1.26,4.57,2010-08-20 00:00:00,Mole above Thames
2010-09-23 15:00:00,2.03,3.97,2010-09-23 00:00:00,Mole above Thames
2010-10-27 13:00:00,2.65,5.58,2010-10-27 00:00:00,Mole above Thames
2010-11-16 13:20:00,6.23,31.8,2010-11-16 00:00:00,Mole above Thames
2010-12-16 12:01:00,3.73,9.22,2010-12-16 00:00:00,Mole above Thames
2011-01-31 08:30:00,4.19,11.3,2011-01-31 00:00:00,Mole above Thames
2011-02-24 10:00:00,7.6,14.2,2011-02-24 00:00:00,Mole above Thames
2011-03-15 09:00:00,3.05,5.77,2011-03-15 00:00:00,Mole above Thames
2011-04-27 08:05:00,1.67,15.3,2011-04-27 00:00:00,Mole above Thames
2011-05-31 11:10:00,1.15,5.98,2011-05-31 00:00:00,Mole above Thames
2011-06-06 14:45:00,3.21,5.37,2011-06-06 00:00:00,Mole above Thames
2011-07-26 08:30:00,1.49,3.85,2011-07-26 00:00:00,Mole above Thames
2011-11-18 12:43:00,1.39,3.62,2011-11-18 00:00:00,Mole above Thames
2011-12-02 08:53:00,4.65,4.9,2011-12-02 00:00:00,Mole above Thames
2012-01-12 09:53:00,2.86,12.4,2012-01-12 00:00:00,Mole above Thames
2012-02-01 10:38:00,2.37,8.6,2012-02-01 00:00:00,Mole above Thames
2012-03-02 10:20:00,1.74,5.38,2012-03-02 00:00:00,Mole above Thames
2012-04-03 08:15:00,1.45,7.87,2012-04-03 00:00:00,Mole above Thames
2012-05-02 11:37:00,13.3,25.8,2012-05-02 00:00:00,Mole above Thames
2012-06-07 15:01:00,3.76,4.58,2012-06-07 00:00:00,Mole above Thames
2012-07-04 14:15:00,5.12,4.97,2012-07-04 00:00:00,Mole above Thames
2012-07-24 14:08:00,3.24,6.5,2012-07-24 00:00:00,Mole above Thames
2012-10-12 10:41:00,5.27,7.67,2012-10-12 00:00:00,Mole above Thames
2012-10-31 14:15:00,3.86,8.8,2012-10-31 00:00:00,Mole above Thames
2012-11-28 10:37:00,15.1,41.7,2012-11-28 00:00:00,Mole above Thames
2009-02-23 09:15:00,8.51,6.9,2009-02-23 00:00:00,Wey above Thames
2009-03-24 09:50:00,6.51,7.1,2009-03-24 00:00:00,Wey above Thames
2009-04-20 11:45:00,5.93,15.4,2009-04-20 00:00:00,Wey above Thames
2009-06-04 11:15:00,3.93,7.4,2009-06-04 00:00:00,Wey above Thames
2009-06-23 13:55:00,3.6,7.2,2009-06-23 00:00:00,Wey above Thames
2009-07-21 10:26:00,3.71,6.2,2009-07-21 00:00:00,Wey above Thames
2009-08-17 10:05:00,3.36,7.4,2009-08-17 00:00:00,Wey above Thames
2009-09-22 11:18:00,3.31,4.0,2009-09-22 00:00:00,Wey above Thames
2009-11-03 10:50:00,6.23,8.9,2009-11-03 00:00:00,Wey above Thames
2009-11-24 09:47:00,17.4,39.9,2009-11-24 00:00:00,Wey above Thames
2009-12-10 09:45:00,14.1,21.6,2009-12-10 00:00:00,Wey above Thames
2010-01-25 11:35:00,14.0,15.7,2010-01-25 00:00:00,Wey above Thames
2010-02-22 14:48:00,30.8,84.9,2010-02-22 00:00:00,Wey above Thames
2010-03-25 11:00:00,14.1,13.4,2010-03-25 00:00:00,Wey above Thames
2010-04-27 09:39:00,6.37,12.2,2010-04-27 00:00:00,Wey above Thames
2010-05-28 12:00:00,5.01,11.4,2010-05-28 00:00:00,Wey above Thames
2010-06-21 10:31:00,4.06,7.08,2010-06-21 00:00:00,Wey above Thames
2010-07-23 10:25:00,3.59,10.7,2010-07-23 00:00:00,Wey above Thames
2010-09-02 10:50:00,3.92,5.92,2010-09-02 00:00:00,Wey above Thames
2010-09-24 13:00:00,4.96,9.75,2010-09-24 00:00:00,Wey above Thames
2010-10-21 09:10:00,4.44,5.1,2010-10-21 00:00:00,Wey above Thames
2010-11-16 09:50:00,8.75,14.7,2010-11-16 00:00:00,Wey above Thames
2010-12-15 11:13:00,6.39,6.33,2010-12-15 00:00:00,Wey above Thames
2011-02-09 10:35:00,6.42,7.47,2011-02-09 00:00:00,Wey above Thames
2011-03-24 10:55:00,5.7,9.4,2011-03-24 00:00:00,Wey above Thames
2011-03-29 11:25:00,5.37,13.0,2011-03-29 00:00:00,Wey above Thames
2011-04-27 09:40:00,4.07,28.6,2011-04-27 00:00:00,Wey above Thames
2011-06-03 12:30:00,3.36,8.22,2011-06-03 00:00:00,Wey above Thames
2011-06-21 09:15:00,4.55,7.9,2011-06-21 00:00:00,Wey above Thames
2011-08-15 11:45:00,3.22,4.32,2011-08-15 00:00:00,Wey above Thames
2011-08-25 14:55:00,5.65,7.82,2011-08-25 00:00:00,Wey above Thames
2011-09-21 12:40:00,3.67,5.93,2011-09-21 00:00:00,Wey above Thames
2011-10-14 11:45:00,3.03,3.83,2011-10-14 00:00:00,Wey above Thames
2011-10-24 10:55:00,3.34,5.58,2011-10-24 00:00:00,Wey above Thames
2011-11-07 10:33:00,5.54,21.1,2011-11-07 00:00:00,Wey above Thames
2011-12-06 10:04:00,4.31,7.07,2011-12-06 00:00:00,Wey above Thames
2012-01-24 14:15:00,6.63,6.92,2012-01-24 00:00:00,Wey above Thames
2012-02-24 09:25:00,4.62,6.68,2012-02-24 00:00:00,Wey above Thames
2012-04-11 09:10:00,5.43,12.8,2012-04-11 00:00:00,Wey above Thames
2012-04-25 09:20:00,26.3,29.6,2012-04-25 00:00:00,Wey above Thames
2012-05-25 13:12:00,4.99,20.0,2012-05-25 00:00:00,Wey above Thames
2012-05-28 09:41:00,4.15,21.6,2012-05-28 00:00:00,Wey above Thames
2012-07-04 11:54:00,6.82,8.02,2012-07-04 00:00:00,Wey above Thames
2012-07-25 08:39:00,4.81,8.65,2012-07-25 00:00:00,Wey above Thames
2012-08-22 09:28:00,3.75,6.73,2012-08-22 00:00:00,Wey above Thames
2012-11-01 09:11:00,16.0,5.83,2012-11-01 00:00:00,Wey above Thames
2012-11-12 10:23:00,7.48,8.62,2012-11-12 00:00:00,Wey above Thames
2012-11-21 12:10:00,20.0,44.5,2012-11-21 00:00:00,Wey above Thames
2009-02-26 13:10:00,94.3,11.5,2009-02-26 00:00:00,Thames at Teddington Weir
2009-03-25 14:30:00,57.1,5.1,2009-03-25 00:00:00,Thames at Teddington Weir
2009-04-24 13:50:00,32.3,54.7,2009-04-24 00:00:00,Thames at Teddington Weir
2009-06-01 11:30:00,12.8,19.2,2009-06-01 00:00:00,Thames at Teddington Weir
2009-06-24 13:45:00,9.15,21.9,2009-06-24 00:00:00,Thames at Teddington Weir
2009-07-22 13:45:00,7.38,6.6,2009-07-22 00:00:00,Thames at Teddington Weir
2009-08-17 14:55:00,9.36,6.0,2009-08-17 00:00:00,Thames at Teddington Weir
2009-09-24 13:45:00,9.68,5.0,2009-09-24 00:00:00,Thames at Teddington Weir
2009-11-09 12:00:00,9.93,5.1,2009-11-09 00:00:00,Thames at Teddington Weir
2009-11-19 10:20:00,30.2,16.0,2009-11-19 00:00:00,Thames at Teddington Weir
2009-12-04 10:00:00,203.0,98.7,2009-12-04 00:00:00,Thames at Teddington Weir
2010-02-12 10:10:00,79.4,8.87,2010-02-12 00:00:00,Thames at Teddington Weir
2010-02-23 11:00:00,225.0,13.9,2010-02-23 00:00:00,Thames at Teddington Weir
2010-03-23 10:40:00,79.1,12.8,2010-03-23 00:00:00,Thames at Teddington Weir
2010-05-10 11:35:00,35.7,5.15,2010-05-10 00:00:00,Thames at Teddington Weir
2010-05-28 10:00:00,23.9,31.8,2010-05-28 00:00:00,Thames at Teddington Weir
2010-07-01 10:40:00,11.0,5.82,2010-07-01 00:00:00,Thames at Teddington Weir
2010-07-30 09:25:00,6.9,5.42,2010-07-30 00:00:00,Thames at Teddington Weir
2010-08-23 10:05:00,45.2,9.77,2010-08-23 00:00:00,Thames at Teddington Weir
2010-10-01 10:25:00,23.8,4.1,2010-10-01 00:00:00,Thames at Teddington Weir
2010-11-11 08:55:00,60.3,36.4,2010-11-11 00:00:00,Thames at Teddington Weir
2010-11-25 11:15:00,29.0,8.43,2010-11-25 00:00:00,Thames at Teddington Weir
2010-12-08 11:35:00,25.6,8.32,2010-12-08 00:00:00,Thames at Teddington Weir
2011-02-08 12:50:00,46.2,11.9,2011-02-08 00:00:00,Thames at Teddington Weir
2011-03-01 11:50:00,116.0,25.0,2011-03-01 00:00:00,Thames at Teddington Weir
2011-03-24 12:40:00,38.0,3.65,2011-03-24 00:00:00,Thames at Teddington Weir
2011-04-15 10:30:00,20.5,15.5,2011-04-15 00:00:00,Thames at Teddington Weir
2011-05-19 10:05:00,8.63,9.62,2011-05-19 00:00:00,Thames at Teddington Weir
2011-06-15 10:02:00,7.52,5.7,2011-06-15 00:00:00,Thames at Teddington Weir
2011-07-18 09:38:00,6.96,4.52,2011-07-18 00:00:00,Thames at Teddington Weir
2011-08-24 11:41:00,6.44,4.55,2011-08-24 00:00:00,Thames at Teddington Weir
2011-10-19 10:42:00,6.59,3.1,2011-10-19 00:00:00,Thames at Teddington Weir
2011-11-11 09:54:00,7.25,3.73,2011-11-11 00:00:00,Thames at Teddington Weir
2011-12-29 11:01:00,5.97,6.12,2011-12-29 00:00:00,Thames at Teddington Weir
2012-01-10 11:07:00,11.6,6.85,2012-01-10 00:00:00,Thames at Teddington Weir
2012-02-08 11:56:00,26.7,5.52,2012-02-08 00:00:00,Thames at Teddington Weir
2012-03-09 10:17:00,26.9,8.37,2012-03-09 00:00:00,Thames at Teddington Weir
2012-04-11 14:05:00,14.9,12.0,2012-04-11 00:00:00,Thames at Teddington Weir
2012-05-02 12:26:00,237.0,81.4,2012-05-02 00:00:00,Thames at Teddington Weir
2012-06-13 12:12:00,205.0,45.7,2012-06-13 00:00:00,Thames at Teddington Weir
2012-07-04 11:56:00,52.7,6.12,2012-07-04 00:00:00,Thames at Teddington Weir
2012-08-31 14:34:00,45.9,9.5,2012-08-31 00:00:00,Thames at Teddington Weir
2012-10-31 11:55:00,58.7,4.4,2012-10-31 00:00:00,Thames at Teddington Weir
2012-11-11 13:28:00,103.0,16.5,2012-11-11 00:00:00,Thames at Teddington Weir
2012-11-12 12:03:00,93.8,14.0,2012-11-12 00:00:00,Thames at Teddington Weir
2012-12-12 10:47:00,114.0,8.5,2012-12-12 00:00:00,Thames at Teddington Weir
2009-02-19 14:00:00,6.725,9.5,2009-02-19 00:00:00,Colne above Thames
2009-03-17 13:15:00,6.207,7.6,2009-03-17 00:00:00,Colne above Thames
2009-04-15 13:50:00,6.278,9.0,2009-04-15 00:00:00,Colne above Thames
2009-05-22 13:20:00,4.578,9.8,2009-05-22 00:00:00,Colne above Thames
2009-06-17 12:50:00,4.243,6.0,2009-06-17 00:00:00,Colne above Thames
2009-07-20 12:25:00,3.772,4.3,2009-07-20 00:00:00,Colne above Thames
2009-08-17 14:40:00,2.858,5.3,2009-08-17 00:00:00,Colne above Thames
2009-10-02 14:35:00,2.447,6.0,2009-10-02 00:00:00,Colne above Thames
2009-10-16 14:00:00,2.452,3.2,2009-10-16 00:00:00,Colne above Thames
2009-11-17 15:40:00,3.327,7.7,2009-11-17 00:00:00,Colne above Thames
2009-12-07 12:40:00,6.3,11.9,2009-12-07 00:00:00,Colne above Thames
2010-01-21 13:55:00,4.796,9.35,2010-01-21 00:00:00,Colne above Thames
2010-03-05 14:00:00,6.193,9.32,2010-03-05 00:00:00,Colne above Thames
2010-03-29 13:35:00,5.86,15.9,2010-03-29 00:00:00,Colne above Thames
2010-04-22 13:50:00,4.755,10.1,2010-04-22 00:00:00,Colne above Thames
2010-05-28 13:00:00,4.169,10.9,2010-05-28 00:00:00,Colne above Thames
2010-06-15 13:55:00,4.278,10.0,2010-06-15 00:00:00,Colne above Thames
2010-07-27 14:00:00,2.993,9.8,2010-07-27 00:00:00,Colne above Thames
2010-08-13 14:00:00,3.094,8.67,2010-08-13 00:00:00,Colne above Thames
2010-09-16 12:10:00,3.486,6.98,2010-09-16 00:00:00,Colne above Thames
2010-10-27 13:30:00,3.427,11.0,2010-10-27 00:00:00,Colne above Thames
2010-11-24 10:45:00,3.138,9.37,2010-11-24 00:00:00,Colne above Thames
2010-12-09 12:45:00,2.893,8.45,2010-12-09 00:00:00,Colne above Thames
2011-01-28 11:15:00,3.721,14.2,2011-01-28 00:00:00,Colne above Thames
2011-02-22 12:25:00,4.317,11.5,2011-02-22 00:00:00,Colne above Thames
2011-03-21 11:50:00,3.566,14.3,2011-03-21 00:00:00,Colne above Thames
2011-04-06 12:00:00,3.478,16.2,2011-04-06 00:00:00,Colne above Thames
2011-05-25 12:05:00,2.527,7.02,2011-05-25 00:00:00,Colne above Thames
2011-06-27 12:50:00,2.714,10.2,2011-06-27 00:00:00,Colne above Thames
2011-07-19 12:10:00,2.803,7.68,2011-07-19 00:00:00,Colne above Thames
2011-08-10 12:25:00,2.119,7.4,2011-08-10 00:00:00,Colne above Thames
2011-09-29 14:00:00,2.114,7.2,2011-09-29 00:00:00,Colne above Thames
2011-10-20 11:10:00,1.804,8.12,2011-10-20 00:00:00,Colne above Thames
2011-11-23 13:10:00,1.876,8.4,2011-11-23 00:00:00,Colne above Thames
2011-12-12 14:35:00,2.757,15.8,2011-12-12 00:00:00,Colne above Thames
2012-01-19 13:00:00,2.674,8.7,2012-01-19 00:00:00,Colne above Thames
2012-02-20 14:10:00,2.397,15.0,2012-02-20 00:00:00,Colne above Thames
2012-03-26 11:00:00,2.052,21.1,2012-03-26 00:00:00,Colne above Thames
2012-04-16 12:20:00,1.928,25.7,2012-04-16 00:00:00,Colne above Thames
2012-05-14 13:27:00,2.921,15.9,2012-05-14 00:00:00,Colne above Thames
2012-08-08 13:26:00,3.229,7.62,2012-08-08 00:00:00,Colne above Thames
2012-08-16 12:52:00,2.771,4.85,2012-08-16 00:00:00,Colne above Thames
2012-09-03 14:38:00,2.899,4.12,2012-09-03 00:00:00,Colne above Thames
2012-10-18 14:14:00,4.799,8.32,2012-10-18 00:00:00,Colne above Thames
2012-10-26 12:53:00,3.286,6.83,2012-10-26 00:00:00,Colne above Thames
2012-11-15 13:14:00,3.141,17.1,2012-11-15 00:00:00,Colne above Thames
2012-11-23 16:19:00,5.865,44.9,2012-11-23 00:00:00,Colne above Thames
2009-02-12 08:50:00,297.3,53.6,2009-02-12 00:00:00,Thames at Windsor Leisure Centr
2009-03-05 09:30:00,133.5,16.7,2009-03-05 00:00:00,Thames at Windsor Leisure Centr
2009-04-02 09:10:00,46.72,10.9,2009-04-02 00:00:00,Thames at Windsor Leisure Centr
2009-04-30 09:20:00,41.83,32.4,2009-04-30 00:00:00,Thames at Windsor Leisure Centr
2009-05-28 08:20:00,30.46,48.3,2009-05-28 00:00:00,Thames at Windsor Leisure Centr
2009-06-30 13:15:00,20.56,6.7,2009-06-30 00:00:00,Thames at Windsor Leisure Centr
2009-07-30 08:30:00,28.29,9.0,2009-07-30 00:00:00,Thames at Windsor Leisure Centr
2009-08-27 09:50:00,16.3,4.9,2009-08-27 00:00:00,Thames at Windsor Leisure Centr
2009-11-27 07:29:00,91.97,36.6,2009-11-27 00:00:00,Thames at Windsor Leisure Centr
2010-01-21 10:45:00,205.8,37.6,2010-01-21 00:00:00,Thames at Windsor Leisure Centr
2010-02-04 09:30:00,111.9,9.35,2010-02-04 00:00:00,Thames at Windsor Leisure Centr
2010-03-04 09:30:00,146.1,27.6,2010-03-04 00:00:00,Thames at Windsor Leisure Centr
2010-04-08 08:37:00,80.19,11.8,2010-04-08 00:00:00,Thames at Windsor Leisure Centr
2010-05-06 09:10:00,47.75,8.8,2010-05-06 00:00:00,Thames at Windsor Leisure Centr
2010-06-04 08:00:00,29.73,12.4,2010-06-04 00:00:00,Thames at Windsor Leisure Centr
2010-07-30 07:50:00,15.8,3.18,2010-07-30 00:00:00,Thames at Windsor Leisure Centr
2010-08-26 10:15:00,52.49,8.82,2010-08-26 00:00:00,Thames at Windsor Leisure Centr
2010-10-01 08:00:00,29.16,7.48,2010-10-01 00:00:00,Thames at Windsor Leisure Centr
2010-10-21 09:40:00,21.1,3.35,2010-10-21 00:00:00,Thames at Windsor Leisure Centr
2010-11-23 11:47:00,33.07,4.82,2010-11-23 00:00:00,Thames at Windsor Leisure Centr
2011-01-11 11:09:00,88.65,44.8,2011-01-11 00:00:00,Thames at Windsor Leisure Centr
2011-02-03 14:10:00,55.06,4.33,2011-02-03 00:00:00,Thames at Windsor Leisure Centr
2011-03-03 11:47:00,90.95,27.9,2011-03-03 00:00:00,Thames at Windsor Leisure Centr
2011-03-29 12:40:00,34.48,4.23,2011-03-29 00:00:00,Thames at Windsor Leisure Centr
2011-05-03 12:25:00,22.89,23.4,2011-05-03 00:00:00,Thames at Windsor Leisure Centr
2011-06-10 11:55:00,18.0,3.62,2011-06-10 00:00:00,Thames at Windsor Leisure Centr
2011-07-11 11:25:00,16.62,4.48,2011-07-11 00:00:00,Thames at Windsor Leisure Centr
2011-08-26 10:45:00,21.07,5.05,2011-08-26 00:00:00,Thames at Windsor Leisure Centr
2011-09-29 16:55:00,13.56,3.3,2011-09-29 00:00:00,Thames at Windsor Leisure Centr
2011-10-28 11:25:00,18.41,3.73,2011-10-28 00:00:00,Thames at Windsor Leisure Centr
2012-01-06 09:40:00,49.43,24.3,2012-01-06 00:00:00,Thames at Windsor Leisure Centr
2012-03-08 14:15:00,34.79,8.6,2012-03-08 00:00:00,Thames at Windsor Leisure Centr
2012-03-28 13:15:00,21.89,8.08,2012-03-28 00:00:00,Thames at Windsor Leisure Centr
2012-05-17 11:12:00,69.46,8.83,2012-05-17 00:00:00,Thames at Windsor Leisure Centr
2012-05-28 14:51:00,37.89,6.72,2012-05-28 00:00:00,Thames at Windsor Leisure Centr
2012-07-06 10:22:00,75.05,6.43,2012-07-06 00:00:00,Thames at Windsor Leisure Centr
2012-07-23 11:32:00,56.98,12.3,2012-07-23 00:00:00,Thames at Windsor Leisure Centr
2012-08-22 12:55:00,33.53,5.68,2012-08-22 00:00:00,Thames at Windsor Leisure Centr
2012-10-05 10:14:00,59.16,5.97,2012-10-05 00:00:00,Thames at Windsor Leisure Centr
2012-10-29 14:34:00,59.23,6.22,2012-10-29 00:00:00,Thames at Windsor Leisure Centr
2012-11-20 08:39:00,64.94,6.63,2012-11-20 00:00:00,Thames at Windsor Leisure Centr
2009-02-25 09:30:00,1.4,9.0,2009-02-25 00:00:00,Wye King George V High Wycombe
2009-03-18 11:33:00,1.37,6.5,2009-03-18 00:00:00,Wye King George V High Wycombe
2009-05-21 11:40:00,1.06,7.5,2009-05-21 00:00:00,Wye King George V High Wycombe
2009-05-29 11:15:00,1.04,9.4,2009-05-29 00:00:00,Wye King George V High Wycombe
2009-06-09 09:30:00,1.02,7.7,2009-06-09 00:00:00,Wye King George V High Wycombe
2009-07-08 10:00:00,0.931,9.6,2009-07-08 00:00:00,Wye King George V High Wycombe
2009-08-13 15:00:00,0.818,6.6,2009-08-13 00:00:00,Wye King George V High Wycombe
2009-08-22 13:26:00,0.745,6.4,2009-08-22 00:00:00,Wye King George V High Wycombe
2009-10-20 13:05:00,0.657,4.6,2009-10-20 00:00:00,Wye King George V High Wycombe
2009-11-17 09:00:00,0.673,5.8,2009-11-17 00:00:00,Wye King George V High Wycombe
2009-12-04 11:39:00,0.679,13.3,2009-12-04 00:00:00,Wye King George V High Wycombe
2010-02-03 10:15:00,1.07,9.55,2010-02-03 00:00:00,Wye King George V High Wycombe
2010-02-12 14:00:00,1.04,11.6,2010-02-12 00:00:00,Wye King George V High Wycombe
2010-03-16 10:50:00,1.2,8.68,2010-03-16 00:00:00,Wye King George V High Wycombe
2010-04-20 09:45:00,1.24,6.25,2010-04-20 00:00:00,Wye King George V High Wycombe
2010-06-01 14:55:00,1.13,12.5,2010-06-01 00:00:00,Wye King George V High Wycombe
2010-06-25 10:45:00,0.939,6.65,2010-06-25 00:00:00,Wye King George V High Wycombe
2010-07-13 10:10:00,0.722,4.77,2010-07-13 00:00:00,Wye King George V High Wycombe
2010-08-13 09:15:00,0.867,11.3,2010-08-13 00:00:00,Wye King George V High Wycombe
2010-09-13 15:40:00,0.797,7.32,2010-09-13 00:00:00,Wye King George V High Wycombe
2010-10-13 14:10:00,0.774,6.95,2010-10-13 00:00:00,Wye King George V High Wycombe
2010-11-05 10:20:00,0.874,6.27,2010-11-05 00:00:00,Wye King George V High Wycombe
2010-11-27 15:00:00,0.74,5.65,2010-11-27 00:00:00,Wye King George V High Wycombe
2011-01-17 10:00:00,1.26,62.9,2011-01-17 00:00:00,Wye King George V High Wycombe
2011-02-17 14:00:00,0.784,14.4,2011-02-17 00:00:00,Wye King George V High Wycombe
2011-03-10 11:00:00,0.776,5.75,2011-03-10 00:00:00,Wye King George V High Wycombe
2011-04-14 11:50:00,0.85,3.0,2011-04-14 00:00:00,Wye King George V High Wycombe
2011-05-10 11:00:00,0.754,4.25,2011-05-10 00:00:00,Wye King George V High Wycombe
2011-06-10 10:20:00,0.728,4.77,2011-06-10 00:00:00,Wye King George V High Wycombe
2011-07-06 09:05:00,0.747,8.28,2011-07-06 00:00:00,Wye King George V High Wycombe
2011-08-16 08:45:00,0.627,9.83,2011-08-16 00:00:00,Wye King George V High Wycombe
2011-09-13 09:10:00,0.696,6.47,2011-09-13 00:00:00,Wye King George V High Wycombe
2011-10-19 09:30:00,0.62,7.5,2011-10-19 00:00:00,Wye King George V High Wycombe
2011-11-14 11:30:00,0.565,11.0,2011-11-14 00:00:00,Wye King George V High Wycombe
2011-12-02 15:10:00,0.516,11.5,2011-12-02 00:00:00,Wye King George V High Wycombe
2012-01-23 13:35:00,0.54,6.42,2012-01-23 00:00:00,Wye King George V High Wycombe
2012-02-10 16:00:00,0.565,8.45,2012-02-10 00:00:00,Wye King George V High Wycombe
2012-03-26 14:25:00,0.55,6.88,2012-03-26 00:00:00,Wye King George V High Wycombe
2012-04-13 15:55:00,0.565,6.12,2012-04-13 00:00:00,Wye King George V High Wycombe
2012-05-10 13:52:00,0.817,7.93,2012-05-10 00:00:00,Wye King George V High Wycombe
2012-06-07 14:51:00,0.817,33.3,2012-06-07 00:00:00,Wye King George V High Wycombe
2012-07-16 11:53:00,0.721,9.65,2012-07-16 00:00:00,Wye King George V High Wycombe
2012-08-06 13:06:00,0.861,8.05,2012-08-06 00:00:00,Wye King George V High Wycombe
2012-08-29 15:46:00,0.977,22.5,2012-08-29 00:00:00,Wye King George V High Wycombe
2012-11-13 10:59:00,0.736,5.95,2012-11-13 00:00:00,Wye King George V High Wycombe
2012-11-27 14:44:00,1.01,15.1,2012-11-27 00:00:00,Wye King George V High Wycombe
2012-11-28 12:06:00,0.891,78.6,2012-11-28 00:00:00,Wye King George V High Wycombe
2009-02-11 09:35:00,,37.8,2009-02-11 00:00:00,Loddon at A4 Twyford
2009-03-06 09:30:00,,16.6,2009-03-06 00:00:00,Loddon at A4 Twyford
2009-04-03 11:00:00,,7.4,2009-04-03 00:00:00,Loddon at A4 Twyford
2009-04-30 11:15:00,,5.4,2009-04-30 00:00:00,Loddon at A4 Twyford
2009-06-04 12:20:00,,5.2,2009-06-04 00:00:00,Loddon at A4 Twyford
2009-07-06 12:50:00,,3.2,2009-07-06 00:00:00,Loddon at A4 Twyford
2009-10-19 12:45:00,,4.7,2009-10-19 00:00:00,Loddon at A4 Twyford
2009-10-29 09:10:00,,10.9,2009-10-29 00:00:00,Loddon at A4 Twyford
2009-11-25 11:45:00,,13.5,2009-11-25 00:00:00,Loddon at A4 Twyford
2010-01-05 11:40:00,,10.4,2010-01-05 00:00:00,Loddon at A4 Twyford
2010-02-18 10:45:00,,23.2,2010-02-18 00:00:00,Loddon at A4 Twyford
2010-03-05 11:05:00,,8.37,2010-03-05 00:00:00,Loddon at A4 Twyford
2010-03-30 12:45:00,15.75,27.0,2010-03-30 00:00:00,Loddon at A4 Twyford
2010-05-07 13:00:00,4.513,5.28,2010-05-07 00:00:00,Loddon at A4 Twyford
2010-06-01 11:40:00,4.068,11.2,2010-06-01 00:00:00,Loddon at A4 Twyford
2010-07-08 11:25:00,3.233,4.32,2010-07-08 00:00:00,Loddon at A4 Twyford
2010-09-02 11:30:00,3.727,3.87,2010-09-02 00:00:00,Loddon at A4 Twyford
2010-09-29 12:20:00,3.924,6.08,2010-09-29 00:00:00,Loddon at A4 Twyford
2010-10-22 09:30:00,3.522,35.0,2010-10-22 00:00:00,Loddon at A4 Twyford
2010-11-24 10:09:00,3.508,7.22,2010-11-24 00:00:00,Loddon at A4 Twyford
2011-02-01 14:25:00,5.247,6.43,2011-02-01 00:00:00,Loddon at A4 Twyford
2011-02-18 11:35:00,5.98,10.3,2011-02-18 00:00:00,Loddon at A4 Twyford
2011-03-03 11:10:00,5.947,7.9,2011-03-03 00:00:00,Loddon at A4 Twyford
2011-03-28 10:27:00,3.929,5.28,2011-03-28 00:00:00,Loddon at A4 Twyford
2011-05-16 14:10:00,2.948,4.6,2011-05-16 00:00:00,Loddon at A4 Twyford
2011-06-16 11:49:00,3.909,7.28,2011-06-16 00:00:00,Loddon at A4 Twyford
2011-06-28 12:10:00,3.168,3.63,2011-06-28 00:00:00,Loddon at A4 Twyford
2011-07-22 11:56:00,3.736,6.13,2011-07-22 00:00:00,Loddon at A4 Twyford
2011-08-30 10:55:00,3.501,3.25,2011-08-30 00:00:00,Loddon at A4 Twyford
2011-11-08 10:05:00,3.911,6.15,2011-11-08 00:00:00,Loddon at A4 Twyford
2011-11-22 11:15:00,2.83,4.27,2011-11-22 00:00:00,Loddon at A4 Twyford
2012-01-11 11:35:00,4.571,5.23,2012-01-11 00:00:00,Loddon at A4 Twyford
2012-02-02 11:10:00,3.94,5.98,2012-02-02 00:00:00,Loddon at A4 Twyford
2012-03-01 10:00:00,3.629,6.45,2012-03-01 00:00:00,Loddon at A4 Twyford
2012-03-28 08:40:00,3.348,6.98,2012-03-28 00:00:00,Loddon at A4 Twyford
2012-05-10 14:49:00,8.858,10.4,2012-05-10 00:00:00,Loddon at A4 Twyford
2012-06-12 12:38:00,16.53,25.3,2012-06-12 00:00:00,Loddon at A4 Twyford
2012-07-19 12:03:00,5.753,6.7,2012-07-19 00:00:00,Loddon at A4 Twyford
2012-08-07 13:16:00,3.85,4.27,2012-08-07 00:00:00,Loddon at A4 Twyford
2012-10-26 10:50:00,5.529,6.98,2012-10-26 00:00:00,Loddon at A4 Twyford
